CHR	BP	aa
4	59097198	4:59097198
4	60244520	4:60244520
4	61175390	4:61175390
4	61244754	4:61244754
4	61261216	4:61261216
4	61611176	4:61611176
4	61758897	4:61758897
4	62101695	4:62101695
4	62101704	4:62101704
4	62133595	4:62133595
4	62133603	4:62133603
4	62482988	4:62482988
4	62510656	4:62510656
4	62600714	4:62600714
4	62868521	4:62868521
4	62868535	4:62868535
4	63016744	4:63016744
4	63016772	4:63016772
4	63029293	4:63029293
4	63029301	4:63029301
4	63083854	4:63083854
4	63390674	4:63390674
4	64071628	4:64071628
4	64071665	4:64071665
4	64164274	4:64164274
4	64234001	4:64234001
4	64277617	4:64277617
4	64352076	4:64352076
4	64352079	4:64352079
4	64352089	4:64352089
4	64535378	4:64535378
4	64535389	4:64535389
4	64632138	4:64632138
4	64689110	4:64689110
4	64733945	4:64733945
4	64733968	4:64733968
4	64733971	4:64733971
4	64733976	4:64733976
4	64742788	4:64742788
4	64742834	4:64742834
4	64862541	4:64862541
4	64862571	4:64862571
4	65082380	4:65082380
4	65082390	4:65082390
4	65082402	4:65082402
4	65146966	4:65146966
4	65273530	4:65273530
4	65452754	4:65452754
4	65490960	4:65490960
4	65490975	4:65490975
4	65490979	4:65490979
4	65490994	4:65490994
4	65491067	4:65491067
4	65491071	4:65491071
4	65506057	4:65506057
4	65547040	4:65547040
4	65898000	4:65898000
4	65899021	4:65899021
4	65915588	4:65915588
4	65915589	4:65915589
4	66003837	4:66003837
4	66003842	4:66003842
4	66003864	4:66003864
4	66022189	4:66022189
4	66036777	4:66036777
4	66036786	4:66036786
4	66046379	4:66046379
4	66098524	4:66098524
4	66294455	4:66294455
4	66294463	4:66294463
4	66294466	4:66294466
4	66296861	4:66296861
4	66296874	4:66296874
4	66297037	4:66297037
4	66327377	4:66327377
4	66477084	4:66477084
4	66502659	4:66502659
4	66581265	4:66581265
4	66591316	4:66591316
4	66591328	4:66591328
4	66618400	4:66618400
4	66688188	4:66688188
4	66846508	4:66846508
4	67073646	4:67073646
4	67254122	4:67254122
4	67254124	4:67254124
4	67328224	4:67328224
4	67592893	4:67592893
4	67604155	4:67604155
4	67604160	4:67604160
4	67604192	4:67604192
4	67607937	4:67607937
4	67607954	4:67607954
4	67797320	4:67797320
4	67807951	4:67807951
4	67915209	4:67915209
4	67943033	4:67943033
4	68131979	4:68131979
4	68162423	4:68162423
4	68162458	4:68162458
4	68220868	4:68220868
4	68220905	4:68220905
4	68280155	4:68280155
4	68285370	4:68285370
4	68285375	4:68285375
4	68285560	4:68285560
4	68286718	4:68286718
4	68287738	4:68287738
4	68431311	4:68431311
4	68431334	4:68431334
4	68466516	4:68466516
4	68466551	4:68466551
4	68537178	4:68537178
4	68841060	4:68841060
4	68914236	4:68914236
4	68914248	4:68914248
4	68914257	4:68914257
4	69215594	4:69215594
4	69338446	4:69338446
4	69349016	4:69349016
4	69549864	4:69549864
4	69549898	4:69549898
4	69569095	4:69569095
4	69571006	4:69571006
4	69571048	4:69571048
4	69578806	4:69578806
4	69768298	4:69768298
4	69768863	4:69768863
4	69781738	4:69781738
4	69864344	4:69864344
4	69864627	4:69864627
4	69913073	4:69913073
4	70016611	4:70016611
4	70016621	4:70016621
4	70016632	4:70016632
4	70016641	4:70016641
4	70047688	4:70047688
4	70047707	4:70047707
4	70047736	4:70047736
4	70047759	4:70047759
4	70047779	4:70047779
4	70083166	4:70083166
4	70083201	4:70083201
4	70141329	4:70141329
4	70141355	4:70141355
4	70141367	4:70141367
4	70148384	4:70148384
4	70148397	4:70148397
4	70214436	4:70214436
4	70214476	4:70214476
4	70214719	4:70214719
4	70214722	4:70214722
4	70214729	4:70214729
4	70215285	4:70215285
4	70606312	4:70606312
4	70685593	4:70685593
4	70685607	4:70685607
4	70716079	4:70716079
4	70823287	4:70823287
4	70947194	4:70947194
4	71050160	4:71050160
4	71051609	4:71051609
4	71074369	4:71074369
4	71152957	4:71152957
4	71152979	4:71152979
4	71304247	4:71304247
4	71304261	4:71304261
4	71304268	4:71304268
4	71309509	4:71309509
4	71319413	4:71319413
4	71404412	4:71404412
4	71404649	4:71404649
4	71530675	4:71530675
4	71530699	4:71530699
4	71633850	4:71633850
4	71716762	4:71716762
4	71716787	4:71716787
4	71736058	4:71736058
4	71955097	4:71955097
4	71955123	4:71955123
4	71987739	4:71987739
4	71987741	4:71987741
4	71990706	4:71990706
4	72084952	4:72084952
4	72093462	4:72093462
4	72093467	4:72093467
4	72178139	4:72178139
4	72308503	4:72308503
4	72330204	4:72330204
4	72402615	4:72402615
4	72402618	4:72402618
4	72408792	4:72408792
4	72408818	4:72408818
4	72412687	4:72412687
4	72412703	4:72412703
4	72412714	4:72412714
4	72475382	4:72475382
4	72497668	4:72497668
4	72538272	4:72538272
4	72538308	4:72538308
4	72569123	4:72569123
4	72604287	4:72604287
4	72604303	4:72604303
4	72634223	4:72634223
4	72650211	4:72650211
4	72676415	4:72676415
4	72688599	4:72688599
4	72771123	4:72771123
4	72995000	4:72995000
4	72995038	4:72995038
4	73041437	4:73041437
4	73125439	4:73125439
4	73125459	4:73125459
4	73179090	4:73179090
4	73284549	4:73284549
4	73284558	4:73284558
4	73289397	4:73289397
4	73305182	4:73305182
4	73305261	4:73305261
4	73305277	4:73305277
4	73405684	4:73405684
4	73487794	4:73487794
4	73516969	4:73516969
4	73555222	4:73555222
4	73595757	4:73595757
4	73784017	4:73784017
4	73875146	4:73875146
4	73944511	4:73944511
4	73944526	4:73944526
4	73944543	4:73944543
4	73969675	4:73969675
4	73969683	4:73969683
4	73969686	4:73969686
4	73969690	4:73969690
4	73996402	4:73996402
4	74020778	4:74020778
4	74091833	4:74091833
4	74091927	4:74091927
4	74102390	4:74102390
4	74102405	4:74102405
4	74102411	4:74102411
4	74126150	4:74126150
4	74126157	4:74126157
4	74126177	4:74126177
4	74126183	4:74126183
4	74428290	4:74428290
4	74454425	4:74454425
4	74463628	4:74463628
4	74545295	4:74545295
4	74627127	4:74627127
4	74886431	4:74886431
4	74954693	4:74954693
4	74954738	4:74954738
4	75052402	4:75052402
4	75107376	4:75107376
4	75107408	4:75107408
4	75204732	4:75204732
4	75214444	4:75214444
4	75214471	4:75214471
4	75214500	4:75214500
4	75214512	4:75214512
4	75217411	4:75217411
4	75217443	4:75217443
4	75268481	4:75268481
4	75278583	4:75278583
4	75278589	4:75278589
4	75503235	4:75503235
4	75503286	4:75503286
4	75537404	4:75537404
4	75614430	4:75614430
4	75619770	4:75619770
4	75665412	4:75665412
4	75706429	4:75706429
4	75985959	4:75985959
4	75985966	4:75985966
4	76042767	4:76042767
4	76068008	4:76068008
4	76079415	4:76079415
4	76114556	4:76114556
4	76152084	4:76152084
4	76184123	4:76184123
4	76186875	4:76186875
4	76186901	4:76186901
4	76291868	4:76291868
4	76459684	4:76459684
4	76496456	4:76496456
4	76517962	4:76517962
4	76553957	4:76553957
4	76637059	4:76637059
4	76662678	4:76662678
4	76705670	4:76705670
4	76825128	4:76825128
4	76887231	4:76887231
4	76887314	4:76887314
4	76916578	4:76916578
4	76948838	4:76948838
4	77025865	4:77025865
4	77057135	4:77057135
4	77127972	4:77127972
4	77184608	4:77184608
4	77191294	4:77191294
4	77252482	4:77252482
4	77269570	4:77269570
4	77276388	4:77276388
4	77488388	4:77488388
4	77506154	4:77506154
4	77640624	4:77640624
4	77675855	4:77675855
4	77766628	4:77766628
4	77849818	4:77849818
4	77898585	4:77898585
4	77899522	4:77899522
4	77899528	4:77899528
4	77956667	4:77956667
4	77962918	4:77962918
4	78108393	4:78108393
4	78284454	4:78284454
4	78296527	4:78296527
4	78296535	4:78296535
4	78302543	4:78302543
4	78312115	4:78312115
4	78312127	4:78312127
4	78349820	4:78349820
4	78415724	4:78415724
4	78465665	4:78465665
4	78527245	4:78527245
4	78551651	4:78551651
4	78561558	4:78561558
4	78594265	4:78594265
4	78621080	4:78621080
4	78785865	4:78785865
4	78869497	4:78869497
4	78953656	4:78953656
4	78955433	4:78955433
4	79012767	4:79012767
4	79144625	4:79144625
4	79255042	4:79255042
4	79307659	4:79307659
4	79606891	4:79606891
4	79607076	4:79607076
4	79607247	4:79607247
4	79607283	4:79607283
4	79607301	4:79607301
4	79608089	4:79608089
4	79608099	4:79608099
4	79608104	4:79608104
5	88989	5:88989
5	515766	5:515766
5	587646	5:587646
5	677136	5:677136
5	858069	5:858069
5	1008213	5:1008213
5	1024745	5:1024745
5	1081867	5:1081867
5	1479735	5:1479735
5	1533041	5:1533041
5	1634557	5:1634557
5	1636745	5:1636745
5	1757792	5:1757792
5	1822016	5:1822016
5	1844771	5:1844771
5	1846260	5:1846260
5	1875723	5:1875723
5	1996250	5:1996250
5	2118445	5:2118445
5	2199542	5:2199542
5	2260010	5:2260010
5	2264071	5:2264071
5	2494639	5:2494639
5	2634437	5:2634437
5	2709212	5:2709212
5	2772534	5:2772534
5	2775036	5:2775036
5	3257708	5:3257708
5	3257727	5:3257727
5	3267402	5:3267402
5	3278456	5:3278456
5	3278509	5:3278509
5	3285954	5:3285954
5	3292817	5:3292817
5	3351327	5:3351327
5	3457613	5:3457613
5	3513883	5:3513883
5	3544976	5:3544976
5	3628757	5:3628757
5	3628776	5:3628776
5	3628836	5:3628836
5	3641224	5:3641224
5	3641263	5:3641263
5	3723105	5:3723105
5	4005252	5:4005252
5	4009422	5:4009422
5	4063204	5:4063204
5	4107791	5:4107791
5	4109438	5:4109438
5	4215085	5:4215085
5	4215087	5:4215087
5	4255167	5:4255167
5	4413697	5:4413697
5	4413711	5:4413711
5	4496012	5:4496012
5	4532427	5:4532427
5	4539361	5:4539361
5	4539397	5:4539397
5	4746557	5:4746557
5	4840436	5:4840436
5	4965754	5:4965754
5	4965764	5:4965764
5	4980004	5:4980004
5	5122032	5:5122032
5	5122047	5:5122047
5	5302650	5:5302650
5	5333996	5:5333996
5	5402821	5:5402821
5	5522958	5:5522958
5	5522980	5:5522980
5	5585551	5:5585551
5	5613734	5:5613734
5	5613750	5:5613750
5	5613784	5:5613784
5	5707479	5:5707479
5	5784871	5:5784871
5	5785146	5:5785146
5	5785781	5:5785781
5	5815284	5:5815284
5	5815305	5:5815305
5	5859655	5:5859655
5	6090042	5:6090042
5	6116924	5:6116924
5	6138034	5:6138034
5	6224898	5:6224898
5	6224934	5:6224934
5	6288987	5:6288987
5	6289028	5:6289028
5	6306115	5:6306115
5	6364519	5:6364519
5	6427247	5:6427247
5	6528726	5:6528726
5	6528731	5:6528731
5	6533445	5:6533445
5	6572837	5:6572837
5	6572856	5:6572856
5	6572871	5:6572871
5	6608925	5:6608925
5	6619570	5:6619570
5	6913647	5:6913647
5	6945652	5:6945652
5	6945668	5:6945668
5	6945695	5:6945695
5	6946181	5:6946181
5	7089378	5:7089378
5	7089381	5:7089381
5	7143234	5:7143234
5	7183212	5:7183212
5	7187960	5:7187960
5	7343796	5:7343796
5	7522187	5:7522187
5	7537820	5:7537820
5	7691228	5:7691228
5	7785874	5:7785874
5	7785895	5:7785895
5	7913533	5:7913533
5	7916956	5:7916956
5	7916991	5:7916991
5	7926044	5:7926044
5	7926051	5:7926051
5	7965931	5:7965931
5	8021232	5:8021232
5	8021236	5:8021236
5	8026816	5:8026816
5	8091023	5:8091023
5	8091036	5:8091036
5	8091037	5:8091037
5	8123356	5:8123356
5	8146320	5:8146320
5	8179181	5:8179181
5	8185743	5:8185743
5	8185774	5:8185774
5	8237876	5:8237876
5	8256012	5:8256012
5	8330516	5:8330516
5	8330519	5:8330519
5	8380661	5:8380661
5	8568289	5:8568289
5	8586583	5:8586583
5	8586586	5:8586586
5	8653248	5:8653248
5	8653278	5:8653278
5	8653280	5:8653280
5	8667608	5:8667608
5	8667615	5:8667615
5	8706436	5:8706436
5	8714716	5:8714716
5	8714831	5:8714831
5	8714834	5:8714834
5	9019154	5:9019154
5	9019176	5:9019176
5	9025016	5:9025016
5	9068768	5:9068768
5	9076816	5:9076816
5	9096576	5:9096576
5	9096600	5:9096600
5	9137587	5:9137587
5	9151493	5:9151493
5	9201550	5:9201550
5	9201566	5:9201566
5	9238074	5:9238074
5	9240677	5:9240677
5	9325475	5:9325475
5	9326068	5:9326068
5	9425373	5:9425373
5	9462465	5:9462465
5	9497193	5:9497193
5	9497226	5:9497226
5	9515198	5:9515198
5	9515241	5:9515241
5	9551559	5:9551559
5	9551578	5:9551578
5	9590622	5:9590622
5	9747790	5:9747790
5	9747825	5:9747825
5	9765064	5:9765064
5	9765071	5:9765071
5	9799095	5:9799095
5	9905882	5:9905882
5	9931013	5:9931013
5	9943757	5:9943757
5	10030098	5:10030098
5	10030141	5:10030141
5	10043706	5:10043706
5	10043747	5:10043747
5	10098139	5:10098139
5	10153651	5:10153651
5	10153680	5:10153680
5	10153705	5:10153705
5	10265159	5:10265159
5	10265187	5:10265187
5	10437462	5:10437462
5	10457163	5:10457163
5	10536696	5:10536696
5	10656292	5:10656292
5	10793623	5:10793623
5	10795028	5:10795028
5	10887804	5:10887804
5	10909582	5:10909582
5	10909596	5:10909596
5	11055132	5:11055132
5	11094402	5:11094402
5	11094422	5:11094422
5	11104413	5:11104413
5	11107572	5:11107572
5	11107908	5:11107908
5	11107968	5:11107968
5	11155063	5:11155063
5	11178051	5:11178051
5	11195869	5:11195869
5	11199344	5:11199344
5	11212878	5:11212878
5	11220385	5:11220385
5	11260770	5:11260770
5	11270039	5:11270039
5	11443830	5:11443830
5	11469660	5:11469660
5	11469669	5:11469669
5	11473095	5:11473095
5	11483505	5:11483505
5	11497337	5:11497337
5	11523879	5:11523879
5	11523898	5:11523898
5	11608208	5:11608208
5	11608254	5:11608254
5	11627562	5:11627562
5	11663553	5:11663553
5	11683099	5:11683099
5	11691355	5:11691355
5	11719939	5:11719939
5	11752111	5:11752111
5	11756835	5:11756835
5	11791780	5:11791780
5	11791872	5:11791872
5	11791882	5:11791882
5	11910794	5:11910794
5	11917447	5:11917447
5	11972613	5:11972613
5	11985147	5:11985147
5	12054896	5:12054896
5	12055130	5:12055130
5	12123421	5:12123421
5	12145860	5:12145860
5	12184035	5:12184035
5	12223781	5:12223781
5	12294216	5:12294216
5	12331805	5:12331805
5	12407776	5:12407776
5	12422000	5:12422000
5	12422021	5:12422021
5	12481260	5:12481260
5	12520688	5:12520688
5	12559744	5:12559744
5	12559751	5:12559751
5	12562150	5:12562150
5	12562167	5:12562167
5	12562173	5:12562173
5	12564255	5:12564255
5	12564269	5:12564269
5	12582077	5:12582077
5	12582088	5:12582088
5	12582093	5:12582093
5	12749075	5:12749075
5	12844017	5:12844017
5	12927538	5:12927538
5	12927617	5:12927617
5	12927623	5:12927623
5	13097187	5:13097187
5	13097195	5:13097195
5	13126934	5:13126934
5	13126970	5:13126970
5	13126971	5:13126971
5	13153260	5:13153260
5	13273566	5:13273566
5	13273598	5:13273598
5	13312766	5:13312766
5	13312772	5:13312772
5	13312782	5:13312782
5	13312797	5:13312797
5	13341002	5:13341002
5	13368779	5:13368779
5	13747343	5:13747343
5	13779758	5:13779758
5	13780865	5:13780865
5	13792702	5:13792702
5	13792720	5:13792720
5	13819229	5:13819229
5	13819757	5:13819757
5	13836656	5:13836656
5	13836663	5:13836663
5	13836706	5:13836706
5	13858223	5:13858223
5	14024947	5:14024947
5	14131527	5:14131527
5	14135727	5:14135727
5	14135754	5:14135754
5	14432122	5:14432122
5	14432149	5:14432149
5	14494506	5:14494506
5	14581546	5:14581546
5	14654526	5:14654526
5	14654539	5:14654539
5	14792256	5:14792256
5	14792260	5:14792260
5	15124044	5:15124044
5	15124066	5:15124066
5	15151130	5:15151130
5	15189046	5:15189046
5	15189071	5:15189071
5	15246384	5:15246384
5	15246391	5:15246391
5	15295120	5:15295120
5	15352951	5:15352951
5	15386617	5:15386617
5	15386626	5:15386626
5	15387220	5:15387220
5	15387239	5:15387239
5	15387272	5:15387272
5	15461970	5:15461970
5	15461982	5:15461982
5	15461998	5:15461998
5	15462061	5:15462061
5	15492529	5:15492529
5	15500800	5:15500800
5	15536463	5:15536463
5	15596787	5:15596787
5	15702195	5:15702195
5	15801852	5:15801852
5	15918209	5:15918209
5	15918239	5:15918239
5	15918250	5:15918250
5	15920533	5:15920533
5	15920553	5:15920553
5	15920567	5:15920567
5	15973450	5:15973450
5	16077763	5:16077763
5	16201593	5:16201593
5	16201595	5:16201595
5	16248223	5:16248223
5	16248260	5:16248260
5	16248276	5:16248276
5	16264242	5:16264242
5	16270214	5:16270214
5	16283880	5:16283880
5	16451418	5:16451418
5	16543494	5:16543494
5	16543540	5:16543540
5	16550197	5:16550197
5	16550216	5:16550216
5	16550234	5:16550234
5	16587791	5:16587791
5	16845019	5:16845019
5	16999879	5:16999879
5	17040132	5:17040132
5	17040252	5:17040252
5	17040266	5:17040266
5	17073066	5:17073066
5	17073089	5:17073089
5	17091572	5:17091572
5	17091593	5:17091593
5	17297544	5:17297544
5	17297916	5:17297916
5	17297928	5:17297928
5	17297941	5:17297941
5	17465743	5:17465743
5	17466551	5:17466551
5	17553406	5:17553406
5	17617777	5:17617777
5	17617794	5:17617794
5	17653271	5:17653271
5	17665463	5:17665463
5	17665511	5:17665511
5	17665568	5:17665568
5	17665583	5:17665583
5	17712592	5:17712592
5	17712625	5:17712625
5	17712628	5:17712628
5	17724994	5:17724994
5	17767738	5:17767738
5	17867674	5:17867674
5	17930761	5:17930761
5	17930777	5:17930777
5	17953479	5:17953479
5	17957224	5:17957224
5	18123855	5:18123855
5	18273914	5:18273914
5	18273935	5:18273935
5	18275223	5:18275223
5	18388287	5:18388287
5	18461872	5:18461872
5	18482536	5:18482536
5	18882644	5:18882644
5	19196526	5:19196526
5	19215885	5:19215885
5	19215902	5:19215902
5	19398912	5:19398912
5	19413160	5:19413160
5	19432606	5:19432606
5	19481105	5:19481105
5	19500572	5:19500572
5	19500601	5:19500601
5	19544668	5:19544668
5	19646111	5:19646111
5	19718810	5:19718810
5	19718834	5:19718834
5	19843767	5:19843767
5	19843771	5:19843771
5	19910226	5:19910226
5	19910230	5:19910230
5	19966399	5:19966399
5	19967095	5:19967095
5	19967102	5:19967102
5	19967103	5:19967103
5	20059031	5:20059031
5	20516674	5:20516674
5	20652132	5:20652132
5	20878706	5:20878706
5	20878714	5:20878714
5	20878762	5:20878762
5	20903725	5:20903725
5	20903803	5:20903803
5	21059056	5:21059056
5	21059068	5:21059068
5	21290723	5:21290723
5	21295954	5:21295954
5	21321360	5:21321360
5	21321381	5:21321381
5	21352179	5:21352179
5	21352185	5:21352185
5	21370213	5:21370213
5	21457625	5:21457625
5	21457628	5:21457628
5	21582473	5:21582473
5	21582481	5:21582481
5	21582517	5:21582517
5	21727571	5:21727571
5	21727619	5:21727619
5	21727621	5:21727621
5	21840593	5:21840593
5	21882097	5:21882097
5	21882100	5:21882100
5	21950370	5:21950370
5	21986167	5:21986167
5	21987845	5:21987845
5	21987874	5:21987874
5	21987889	5:21987889
5	22048806	5:22048806
5	22048840	5:22048840
5	22131720	5:22131720
5	22171092	5:22171092
5	22301556	5:22301556
5	22301579	5:22301579
5	22380319	5:22380319
5	22429808	5:22429808
5	22429820	5:22429820
5	22440677	5:22440677
5	22440686	5:22440686
5	22440690	5:22440690
5	22535537	5:22535537
5	22794051	5:22794051
5	22794084	5:22794084
5	22841224	5:22841224
5	22841818	5:22841818
5	22941233	5:22941233
5	22941257	5:22941257
5	23176955	5:23176955
5	23176990	5:23176990
5	23177004	5:23177004
5	23291787	5:23291787
5	23291801	5:23291801
5	23317274	5:23317274
5	23317285	5:23317285
5	23349708	5:23349708
5	23672715	5:23672715
5	23688923	5:23688923
5	23699499	5:23699499
5	23699519	5:23699519
5	23699536	5:23699536
5	23715810	5:23715810
5	24153049	5:24153049
5	24153057	5:24153057
5	24225382	5:24225382
5	24231532	5:24231532
5	24231564	5:24231564
5	24361429	5:24361429
5	24384584	5:24384584
5	24384590	5:24384590
5	24384598	5:24384598
5	24384612	5:24384612
5	24535541	5:24535541
5	24535545	5:24535545
5	24551488	5:24551488
5	24551494	5:24551494
5	24686951	5:24686951
5	24686975	5:24686975
5	24894149	5:24894149
5	24915963	5:24915963
5	24990508	5:24990508
5	24990515	5:24990515
5	25153964	5:25153964
5	25191380	5:25191380
5	25295904	5:25295904
5	25295914	5:25295914
5	25360495	5:25360495
5	25426005	5:25426005
5	25447599	5:25447599
5	25447653	5:25447653
5	25620914	5:25620914
5	25620958	5:25620958
5	25623736	5:25623736
5	25625618	5:25625618
5	26127629	5:26127629
5	26172282	5:26172282
5	26267747	5:26267747
5	26395188	5:26395188
5	26507165	5:26507165
5	26507184	5:26507184
5	26507198	5:26507198
5	26978379	5:26978379
5	26980939	5:26980939
5	26980953	5:26980953
5	26981023	5:26981023
5	26988790	5:26988790
5	27006445	5:27006445
5	27075651	5:27075651
5	27250129	5:27250129
5	27250141	5:27250141
5	27411038	5:27411038
5	27645467	5:27645467
5	27700831	5:27700831
5	27947603	5:27947603
5	28014839	5:28014839
5	28014873	5:28014873
5	28108556	5:28108556
5	28505539	5:28505539
5	28505542	5:28505542
5	28515788	5:28515788
5	28719174	5:28719174
5	28942197	5:28942197
5	29163072	5:29163072
5	29163073	5:29163073
5	29163113	5:29163113
5	29169597	5:29169597
5	29243699	5:29243699
5	29374309	5:29374309
5	29374312	5:29374312
5	29374340	5:29374340
5	29520661	5:29520661
5	29574815	5:29574815
5	29594374	5:29594374
5	29594416	5:29594416
5	29631005	5:29631005
5	29650105	5:29650105
5	29650110	5:29650110
5	29650126	5:29650126
5	29724979	5:29724979
5	29840633	5:29840633
5	29840666	5:29840666
5	29861894	5:29861894
5	30055003	5:30055003
5	30354915	5:30354915
5	30354951	5:30354951
5	30545953	5:30545953
5	30557453	5:30557453
5	30610253	5:30610253
5	30610624	5:30610624
5	30610636	5:30610636
5	30742655	5:30742655
5	30742660	5:30742660
5	30773912	5:30773912
5	30773915	5:30773915
5	30773933	5:30773933
5	30773942	5:30773942
5	30809333	5:30809333
5	30809342	5:30809342
5	30903362	5:30903362
5	30903391	5:30903391
5	30962855	5:30962855
5	30962865	5:30962865
5	30962878	5:30962878
5	31002334	5:31002334
5	31021098	5:31021098
5	31056634	5:31056634
5	31069922	5:31069922
5	31073635	5:31073635
5	31073643	5:31073643
5	31123828	5:31123828
5	31123829	5:31123829
5	31233599	5:31233599
5	31341613	5:31341613
5	31352727	5:31352727
5	31372930	5:31372930
5	31384801	5:31384801
5	31406891	5:31406891
5	31444684	5:31444684
5	31444686	5:31444686
5	31469681	5:31469681
5	31704146	5:31704146
5	31704170	5:31704170
5	31704182	5:31704182
5	31721278	5:31721278
5	31727194	5:31727194
5	32025476	5:32025476
5	32075456	5:32075456
5	32130161	5:32130161
5	32130198	5:32130198
5	32164053	5:32164053
5	32194262	5:32194262
5	32310678	5:32310678
5	32388933	5:32388933
5	32552255	5:32552255
5	32552300	5:32552300
5	32567513	5:32567513
5	32567860	5:32567860
5	32567873	5:32567873
5	32567889	5:32567889
5	32667731	5:32667731
5	32667767	5:32667767
5	32667769	5:32667769
5	32751434	5:32751434
5	32789071	5:32789071
5	32845884	5:32845884
5	32845908	5:32845908
5	33022249	5:33022249
5	33022263	5:33022263
5	33060151	5:33060151
5	33410723	5:33410723
5	33410761	5:33410761
5	33410767	5:33410767
5	33529790	5:33529790
5	33794485	5:33794485
5	34020153	5:34020153
5	34020176	5:34020176
5	34188391	5:34188391
5	34266990	5:34266990
5	34328259	5:34328259
5	34329077	5:34329077
5	34381698	5:34381698
5	34381725	5:34381725
5	34381772	5:34381772
5	34520862	5:34520862
5	34543206	5:34543206
5	34547740	5:34547740
5	34658101	5:34658101
5	34658114	5:34658114
5	34879631	5:34879631
5	34885232	5:34885232
5	34885243	5:34885243
5	34885444	5:34885444
5	35076479	5:35076479
5	35155815	5:35155815
5	35155849	5:35155849
5	35168421	5:35168421
5	35225392	5:35225392
5	35225407	5:35225407
5	35240457	5:35240457
5	35240480	5:35240480
5	35326845	5:35326845
5	35481245	5:35481245
5	35481265	5:35481265
5	35481288	5:35481288
5	35481636	5:35481636
5	35497093	5:35497093
5	35515843	5:35515843
5	35539341	5:35539341
5	35539376	5:35539376
5	35546331	5:35546331
5	35553644	5:35553644
5	35802248	5:35802248
5	35882332	5:35882332
5	35968610	5:35968610
5	35968671	5:35968671
5	35968676	5:35968676
5	35968688	5:35968688
5	35968706	5:35968706
5	36007256	5:36007256
5	36022450	5:36022450
5	36034524	5:36034524
5	36100351	5:36100351
5	36161969	5:36161969
5	36161979	5:36161979
5	36279002	5:36279002
5	36602915	5:36602915
5	36602941	5:36602941
5	36673290	5:36673290
5	37241723	5:37241723
5	37643905	5:37643905
5	37665689	5:37665689
5	37689334	5:37689334
5	37689849	5:37689849
5	37689857	5:37689857
5	38030969	5:38030969
5	38031003	5:38031003
5	38255330	5:38255330
5	38255990	5:38255990
5	38477902	5:38477902
5	38617276	5:38617276
5	38617279	5:38617279
5	38617284	5:38617284
5	39116911	5:39116911
5	39116960	5:39116960
5	39216771	5:39216771
5	39279778	5:39279778
5	39279800	5:39279800
5	39347073	5:39347073
5	39347125	5:39347125
5	39436406	5:39436406
5	39596835	5:39596835
5	39596955	5:39596955
5	39602242	5:39602242
5	39602282	5:39602282
5	39916624	5:39916624
5	39916645	5:39916645
5	39926419	5:39926419
5	39964164	5:39964164
5	40043340	5:40043340
5	40043341	5:40043341
5	40043369	5:40043369
5	40113846	5:40113846
5	40113960	5:40113960
5	40149993	5:40149993
5	40163378	5:40163378
5	40163390	5:40163390
5	40252107	5:40252107
5	40252108	5:40252108
5	40252145	5:40252145
5	40257844	5:40257844
5	40372724	5:40372724
5	40372757	5:40372757
5	40421014	5:40421014
5	40431449	5:40431449
5	40524240	5:40524240
5	40849161	5:40849161
5	40849198	5:40849198
5	41040404	5:41040404
5	41097769	5:41097769
5	41097809	5:41097809
5	41133336	5:41133336
5	41133484	5:41133484
5	41133539	5:41133539
5	41202925	5:41202925
5	41342939	5:41342939
5	41347763	5:41347763
5	41451598	5:41451598
5	41532230	5:41532230
5	41532489	5:41532489
5	41578783	5:41578783
5	41578803	5:41578803
5	41641906	5:41641906
5	41641910	5:41641910
5	41654124	5:41654124
5	41664920	5:41664920
5	41705462	5:41705462
5	42028177	5:42028177
5	42028181	5:42028181
5	42028193	5:42028193
5	42288573	5:42288573
5	42288597	5:42288597
5	42288605	5:42288605
5	42301574	5:42301574
5	42301595	5:42301595
5	42315388	5:42315388
5	42336033	5:42336033
5	42336052	5:42336052
5	42336063	5:42336063
5	42336082	5:42336082
5	42354702	5:42354702
5	42354716	5:42354716
5	42601318	5:42601318
5	42736708	5:42736708
5	42736723	5:42736723
5	42736728	5:42736728
5	42831237	5:42831237
5	42831275	5:42831275
5	42831284	5:42831284
5	42831338	5:42831338
5	42831361	5:42831361
5	42835945	5:42835945
5	42835958	5:42835958
5	42922011	5:42922011
5	42938127	5:42938127
5	42938210	5:42938210
5	42938240	5:42938240
5	42947018	5:42947018
5	43039623	5:43039623
5	43086321	5:43086321
5	43204692	5:43204692
5	43360884	5:43360884
5	43372212	5:43372212
5	43551731	5:43551731
5	44042032	5:44042032
5	44147840	5:44147840
5	44256352	5:44256352
5	45661975	5:45661975
5	45749457	5:45749457
5	45760676	5:45760676
5	45952001	5:45952001
5	46956122	5:46956122
5	47304489	5:47304489
5	47505238	5:47505238
5	47641496	5:47641496
5	47641517	5:47641517
5	48020752	5:48020752
5	48020775	5:48020775
5	48041244	5:48041244
5	48080409	5:48080409
5	48080434	5:48080434
5	48314276	5:48314276
5	48642077	5:48642077
5	48649134	5:48649134
5	48684523	5:48684523
5	48684533	5:48684533
5	48989635	5:48989635
5	49127398	5:49127398
5	49127405	5:49127405
5	49127438	5:49127438
5	49399281	5:49399281
5	49399287	5:49399287
5	49399434	5:49399434
5	49811423	5:49811423
